Colonna1	Colonna2
Virgibacillus necropolis	species
Virgibacillus phasianinus	species
Virgibacillus proomii	species
Virgibacillus senegalensis	species
Virgibacillus siamensis	species
Virgibacillus sp. 6R	species
Virgibacillus sp. SK37	species
Virgibacillus subterraneus	species
Vulcanibacillus	genus
Vulcanibacillus modesticaldus	species
Bacillales incertae sedis	no rank
Bacillales Family X. Incertae Sedis	family
Thermicanus	genus
Thermicanus aegyptius	species
Thermicanus aegyptius DSM 12793	no rank
Bacillales Family XI. Incertae Sedis	no rank
Gemella	genus
Gemella asaccharolytica	species
Gemella bergeri	species
Gemella bergeri ATCC 700627	no rank
Gemella cuniculi	species
Gemella cuniculi DSM 15828	no rank
Gemella haemolysans	species
Gemella haemolysans ATCC 10379	no rank
Gemella morbillorum	species
Gemella morbillorum M424	no rank
Gemella sanguinis	species
Gemella sanguinis M325	no rank
Gemella sp. ND 6198	species
Gemella sp. oral taxon 928	species
Bacillales Family XII. Incertae Sedis	no rank
Exiguobacterium	genus
Exiguobacterium antarcticum	species
Exiguobacterium antarcticum B7	no rank
Exiguobacterium antarcticum DSM 14480	no rank
Exiguobacterium aurantiacum	species
Exiguobacterium chiriqhucha	species
Exiguobacterium oxidotolerans	species
Exiguobacterium profundum	species
Exiguobacterium sibiricum	species
Exiguobacterium sibiricum 255-15	no rank
Exiguobacterium sp. AB2	species
Exiguobacterium sp. AT1b	species
Exiguobacterium sp. MH3	species
Exiguobacterium sp. SH31	species
Exiguobacterium sp. U13-1	species
Exiguobacterium sp. ZWU0009	species
Listeriaceae	family
Brochothrix	genus
Brochothrix campestris	species
Brochothrix campestris FSL F6-1037	no rank
Brochothrix thermosphacta	species
Brochothrix thermosphacta DSM 20171 = FSL F6-1036	no rank
Listeria	genus
Listeria aquatica	species
Listeria aquatica FSL S10-1188	no rank
Listeria fleischmannii	species
Listeria fleischmannii subsp. fleischmannii	subspecies
Listeria fleischmannii subsp. fleischmannii LU2006-1	no rank
Listeria floridensis	species
Listeria floridensis FSL S10-1187	no rank
Listeria grayi	species
Listeria grayi DSM 20601	no rank
Listeria innocua	species
Listeria innocua ATCC 33091	no rank
Listeria ivanovii	species
Listeria ivanovii WSLC3009	no rank
Listeria ivanovii subsp. ivanovii	subspecies
Listeria ivanovii subsp. ivanovii PAM 55	no rank
Listeria ivanovii subsp. londoniensis	subspecies
Listeria monocytogenes	species
Listeria monocytogenes 07PF0776	no rank
Listeria monocytogenes 08-5578	no rank
Listeria monocytogenes 08-5923	no rank
Listeria monocytogenes 10403S	no rank
Listeria monocytogenes 6179	no rank
Listeria monocytogenes ATCC 19115	no rank
Listeria monocytogenes ATCC 19117	no rank
Listeria monocytogenes EGD	no rank
Listeria monocytogenes FSL J2-064	no rank
Listeria monocytogenes FSL R2-503	no rank
Listeria monocytogenes FSL R2-561	no rank
Listeria monocytogenes Finland 1998	no rank
Listeria monocytogenes HCC23	no rank
Listeria monocytogenes J0161	no rank
Listeria monocytogenes J1-220	no rank
Listeria monocytogenes J1816	no rank
Listeria monocytogenes L312	no rank
Listeria monocytogenes L99	no rank
Listeria monocytogenes M7	no rank
Listeria monocytogenes N53-1	no rank
Listeria monocytogenes R479a	no rank
Listeria monocytogenes SLCC2372	no rank
Listeria monocytogenes SLCC2376	no rank
Listeria monocytogenes SLCC2378	no rank
Listeria monocytogenes SLCC2479	no rank
Listeria monocytogenes SLCC2540	no rank
Listeria monocytogenes SLCC2755	no rank
Listeria monocytogenes SLCC5850	no rank
Listeria monocytogenes SLCC7179	no rank
Listeria monocytogenes WSLC1001	no rank
Listeria monocytogenes WSLC1042	no rank
Listeria monocytogenes serotype 1/2a	no rank
Listeria monocytogenes serotype 1/2a str. 01-1280	no rank
Listeria monocytogenes serotype 1/2a str. 01-1468	no rank
Listeria monocytogenes serotype 1/2a str. 01-5252	no rank
Listeria monocytogenes serotype 1/2a str. 02-5993	no rank
Listeria monocytogenes serotype 1/2a str. 04-5457	no rank
Listeria monocytogenes serotype 1/2a str. 08-6056	no rank
Listeria monocytogenes serotype 1/2a str. 08-6569	no rank
Listeria monocytogenes serotype 1/2a str. 08-6997	no rank
Listeria monocytogenes serotype 1/2a str. 08-7374	no rank
Listeria monocytogenes serotype 1/2a str. 08-7669	no rank
Listeria monocytogenes serotype 1/2a str. 10-0812	no rank
Listeria monocytogenes serotype 1/2a str. 10-0813	no rank
Listeria monocytogenes serotype 1/2a str. 10-0814	no rank
Listeria monocytogenes serotype 1/2a str. 10-0815	no rank
Listeria monocytogenes serotype 1/2a str. 10-0933	no rank
Listeria monocytogenes serotype 1/2a str. 10-0934	no rank
Listeria monocytogenes serotype 1/2a str. 10-1046	no rank
Listeria monocytogenes serotype 1/2a str. 10-1047	no rank
Listeria monocytogenes serotype 1/2a str. 10-1321	no rank
Listeria monocytogenes serotype 1/2a str. 10-4754	no rank
Listeria monocytogenes serotype 1/2a str. 10-4758	no rank
Listeria monocytogenes serotype 1/2a str. 10-5024	no rank
Listeria monocytogenes serotype 1/2a str. 88-0478	no rank
Listeria monocytogenes serotype 1/2a str. 95-0093	no rank
Listeria monocytogenes serotype 1/2a str. 98-2035	no rank
Listeria monocytogenes serotype 1/2a str. 99-6370	no rank
Listeria monocytogenes serotype 1/2b	no rank
Listeria monocytogenes serotype 1/2b str. 10-0810	no rank
Listeria monocytogenes serotype 1/2b str. 10-0811	no rank
Listeria monocytogenes serotype 1/2c	no rank
Listeria monocytogenes serotype 1/2c str. 10-5025	no rank
Listeria monocytogenes serotype 1/2c str. 10-5026	no rank
Listeria monocytogenes serotype 3c	no rank
Listeria monocytogenes serotype 3c str. 10-5027	no rank
Listeria monocytogenes serotype 4b	no rank
Listeria monocytogenes serotype 4b str. 02-1103	no rank
Listeria monocytogenes serotype 4b str. 02-1289	no rank
Listeria monocytogenes serotype 4b str. 02-1792	no rank
Listeria monocytogenes serotype 4b str. 02-6679	no rank
Listeria monocytogenes serotype 4b str. 02-6680	no rank
Listeria monocytogenes serotype 4b str. 10-0809	no rank
Listeria monocytogenes serotype 4b str. 81-0558	no rank
Listeria monocytogenes serotype 4b str. 81-0592	no rank
Listeria monocytogenes serotype 4b str. 81-0861	no rank
Listeria monocytogenes serotype 4b str. CLIP 80459	no rank
Listeria monocytogenes serotype 4b str. F2365	no rank
Listeria monocytogenes serotype 4b str. LL195	no rank
Listeria monocytogenes serotype 7 str. SLCC2482	no rank
Listeria seeligeri	species
Listeria seeligeri serovar 1/2b str. SLCC3954	no rank
Listeria welshimeri	species
Listeria welshimeri serovar 6b str. SLCC5334	no rank
Paenibacillaceae	family
Aneurinibacillus group	no rank
Aneurinibacillus	genus
Aneurinibacillus migulanus	species
Aneurinibacillus soli	species
Aneurinibacillus sp. XH2	species
Brevibacillus	genus
Brevibacillus agri	species
Brevibacillus agri BAB-2500	no rank
Brevibacillus borstelensis	species
Brevibacillus borstelensis cifa_chp40	no rank
Brevibacillus brevis	species
Brevibacillus brevis NBRC 100599	no rank
Brevibacillus brevis X23	no rank
Brevibacillus choshinensis	species
Brevibacillus formosus	species
Brevibacillus laterosporus	species
Brevibacillus laterosporus DSM 25	no rank
Brevibacillus laterosporus LMG 15441	no rank
Brevibacillus panacihumi	species
Brevibacillus panacihumi W25	no rank
Brevibacillus thermoruber	species
Brevibacillus thermoruber PM1	no rank
Cohnella	genus
Cohnella kolymensis	species
Cohnella panacarvi	species
Cohnella panacarvi Gsoil 349	no rank
Cohnella sp. 18JY8-7	species
Cohnella sp. 6021052837	species
Gorillibacterium	genus
Gorillibacterium massiliense	species
Gorillibacterium timonense	species
Paenibacillus	genus
Paenibacillus alvei	species
Paenibacillus alvei A6-6i-x	no rank
Paenibacillus alvei DSM 29	no rank
Paenibacillus baekrokdamisoli	species
Paenibacillus barengoltzii	species
Paenibacillus barengoltzii G22	no rank
Paenibacillus beijingensis	species
Paenibacillus borealis	species
Paenibacillus bouchesdurhonensis	species
Paenibacillus bovis	species
Paenibacillus crassostreae	species
Paenibacillus curdlanolyticus	species
Paenibacillus curdlanolyticus YK9	no rank
Paenibacillus darwinianus	species
Paenibacillus dendritiformis	species
Paenibacillus dendritiformis C454	no rank
Paenibacillus donghaensis	species
Paenibacillus durus	species
Paenibacillus durus ATCC 35681	no rank
Paenibacillus elgii	species
Paenibacillus glacialis	species
Paenibacillus glucanolyticus	species
Paenibacillus gorillae	species
Paenibacillus graminis	species
Paenibacillus ihbetae	species
Paenibacillus ihumii	species
Paenibacillus jamilae	species
Paenibacillus kribbensis	species
Paenibacillus larvae	species
Paenibacillus larvae subsp. larvae	subspecies
Paenibacillus larvae subsp. larvae DSM 25430	no rank
Paenibacillus larvae subsp. pulvifaciens	subspecies
Paenibacillus lautus	species
Paenibacillus macerans	species
Paenibacillus macquariensis	species
Paenibacillus macquariensis subsp. macquariensis	subspecies
Paenibacillus mucilaginosus	species
Paenibacillus mucilaginosus 3016	no rank
Paenibacillus mucilaginosus K02	no rank
Paenibacillus mucilaginosus KNP414	no rank
Paenibacillus naphthalenovorans	species
Paenibacillus odorifer	species
Paenibacillus peoriae	species
Paenibacillus peoriae KCTC 3763	no rank
Paenibacillus phocaensis	species
Paenibacillus physcomitrellae	species
Paenibacillus pini	species
Paenibacillus pini JCM 16418	no rank
Paenibacillus polymyxa	species
Paenibacillus polymyxa CR1	no rank
Paenibacillus polymyxa E681	no rank
Paenibacillus polymyxa M1	no rank
Paenibacillus polymyxa SC2	no rank
Paenibacillus polymyxa SQR-21	no rank
Paenibacillus popilliae	species
Paenibacillus sabinae	species
Paenibacillus sabinae T27	no rank
Paenibacillus selenitireducens	species
Paenibacillus senegalensis	species
Paenibacillus senegalensis JC66	no rank
Paenibacillus senegalimassiliensis	species
Paenibacillus sonchi group	species group
Paenibacillus riograndensis	species
Paenibacillus riograndensis SBR5	no rank
Paenibacillus sp. 32O-W	species
Paenibacillus sp. AD87	species
Paenibacillus sp. ALBL_194	species
Paenibacillus sp. BC26	species
Paenibacillus sp. BIHB4019	species
Paenibacillus sp. CAA11	species
Paenibacillus sp. DCT19	species
Paenibacillus sp. DMB20	species
Paenibacillus sp. DMB5	species
Paenibacillus sp. FSL A5-0031	species
Paenibacillus sp. FSL H7-0331	species
Paenibacillus sp. FSL H7-0357	species
Paenibacillus sp. FSL H7-0737	species
Paenibacillus sp. FSL H8-0548	species
Paenibacillus sp. FSL P4-0081	species
Paenibacillus sp. FSL R5-0345	species
Paenibacillus sp. FSL R5-0912	species
Paenibacillus sp. FSL R7-0273	species
Paenibacillus sp. FSL R7-0331	species
Paenibacillus sp. GP183	species
Paenibacillus sp. HGH0039	species
Paenibacillus sp. HW567	species
Paenibacillus sp. IHB B 3084	species
Paenibacillus sp. IHBB 10380	species
Paenibacillus sp. JCM 18996	species
Paenibacillus sp. JDR-2	species
Paenibacillus sp. OSY-SE	species
Paenibacillus sp. OV219	species
Paenibacillus sp. P22	species
Paenibacillus sp. P46E	species
Paenibacillus sp. RUD330	species
Paenibacillus sp. Soil724D2	species
Paenibacillus sp. Soil750	species
Paenibacillus sp. Soil766	species
Paenibacillus sp. TCA20	species
Paenibacillus sp. TI45-13ar	species
Paenibacillus sp. VKM B-2647	species
Paenibacillus sp. Y412MC10	species
Paenibacillus sp. lzh-N1	species
Paenibacillus stellifer	species
Paenibacillus swuensis	species
Paenibacillus terrae	species
Paenibacillus terrae HPL-003	no rank
Paenibacillus tuaregi	species
Paenibacillus tyrfis	species
Paenibacillus wynnii	species
Paenibacillus xylanexedens	species
Paenibacillus yonginensis	species
Saccharibacillus	genus
Saccharibacillus sacchari	species
Saccharibacillus sacchari DSM 19268	no rank
Thermobacillus	genus
Thermobacillus composti	species
Thermobacillus composti KWC4	no rank
Paenibacillaceae bacterium GAS479	species
Pasteuriaceae	family
Pasteuria	genus
Pasteuria ramosa	species
Planococcaceae	family
Bhargavaea	genus
Bhargavaea cecembensis	species
Bhargavaea cecembensis DSE10	no rank
Caryophanon	genus
Caryophanon tenue	species
Jeotgalibacillus	genus
Jeotgalibacillus campisalis	species
Jeotgalibacillus malaysiensis	species
Jeotgalibacillus soli	species
Kurthia	genus
Kurthia huakuii	species
Kurthia huakuii LAM0618	no rank
Kurthia massiliensis	species
Kurthia senegalensis	species
Kurthia sp. 11kri321	species
Paenisporosarcina	genus
Paenisporosarcina indica	species
Paenisporosarcina sp. K2R23-3	species
Paenisporosarcina sp. TG20	species
Planococcus <bacterium>	genus
Planococcus antarcticus	species
Planococcus antarcticus DSM 14505	no rank
Planococcus donghaensis	species
Planococcus faecalis	species
Planococcus halocryophilus	species
Planococcus kocurii	species
Planococcus maritimus	species
Planococcus massiliensis	species
Planococcus plakortidis	species
Planococcus rifietoensis	species
Planococcus salinarum	species
Planococcus sp. MB-3u-03	species
Planococcus sp. PAMC 21323	species
Planococcus versutus	species
Planomicrobium	genus
Planomicrobium okeanokoites	species
Rummeliibacillus	genus
Rummeliibacillus stabekisii	species
Savagea	genus
Savagea faecisuis	species
Solibacillus	genus
Solibacillus silvestris	species
Solibacillus silvestris StLB046	no rank
Solibacillus sp. R5-41	species
Sporosarcina	genus
Sporosarcina aquimarina	species
Sporosarcina contaminans	species
Sporosarcina globispora	species
Sporosarcina koreensis	species
Sporosarcina newyorkensis	species
Sporosarcina psychrophila	species
Sporosarcina soli	species
Sporosarcina sp. EUR3 2.2.2	species
Sporosarcina sp. P33	species
Sporosarcina sp. P37	species
Sporosarcina sp. PTS2304	species
Sporosarcina thermotolerans	species
Sporosarcina ureae	species
Ureibacillus	genus
Ureibacillus thermosphaericus	species
Viridibacillus	genus
Viridibacillus arvi	species
Sporolactobacillaceae	family
Caenibacillus	genus
Caenibacillus caldisaponilyticus	species
Sporolactobacillus	genus
Sporolactobacillus laevolacticus	species
Sporolactobacillus laevolacticus DSM 442	no rank
Sporolactobacillus terrae	species
Sporolactobacillus terrae HKM-1	no rank
Sporolactobacillus vineae	species
Sporolactobacillus vineae DSM 21990 = SL153	no rank
Tuberibacillus	genus
Tuberibacillus sp. Marseille-P3662	species
[Bacillus] clarkii	species
[Bacillus] selenitireducens	species
[Bacillus] selenitireducens MLS10	no rank
Staphylococcaceae	family
Auricoccus	genus
Auricoccus indicus	species
Jeotgalicoccus	genus
Jeotgalicoccus saudimassiliensis	species
Macrococcus	genus
Macrococcus canis	species
Macrococcus caseolyticus	species
Macrococcus caseolyticus JCSC5402	no rank
Macrococcus sp. IME1552	species
Nosocomiicoccus	genus
Nosocomiicoccus sp. HMSC09A07	species
Salinicoccus	genus
Salinicoccus carnicancri	species
Salinicoccus carnicancri Crm	no rank
Salinicoccus halodurans	species
Salinicoccus roseus	species
Salinicoccus sp. BAB 3246	species
Staphylococcus	genus
Staphylococcus agnetis	species
Staphylococcus argenteus	species
Staphylococcus aureus	species
Staphylococcus aureus 08BA02176	no rank
Staphylococcus aureus CA-347	no rank
Staphylococcus aureus HST-077	no rank
Staphylococcus aureus LCT-SAO	no rank
Staphylococcus aureus LPIH6010	no rank
Staphylococcus aureus M0006	no rank
Staphylococcus aureus M0235	no rank
Staphylococcus aureus M0334	no rank
Staphylococcus aureus M0375	no rank
Staphylococcus aureus M0406	no rank
Staphylococcus aureus M0562	no rank
Staphylococcus aureus M0687	no rank
Staphylococcus aureus M1016	no rank
Staphylococcus aureus M1060	no rank
Staphylococcus aureus M1311	no rank
Staphylococcus aureus M1533	no rank
Staphylococcus aureus M1	no rank
Staphylococcus aureus O11	no rank
Staphylococcus aureus O46	no rank
Staphylococcus aureus RF122	no rank
Staphylococcus aureus USA300-ISMMS1	no rank
Staphylococcus aureus WMCS6115	no rank
Staphylococcus aureus subsp. aureus	subspecies
Staphylococcus aureus subsp. aureus 11819-97	no rank
Staphylococcus aureus subsp. aureus 55/2053	no rank
Staphylococcus aureus subsp. aureus 6850	no rank
Staphylococcus aureus subsp. aureus ATCC 51811	no rank
Staphylococcus aureus subsp. aureus ATCC BAA-39	no rank
Staphylococcus aureus subsp. aureus COL	no rank
Staphylococcus aureus subsp. aureus DSM 20231	no rank
Staphylococcus aureus subsp. aureus ECT-R 2	no rank
Staphylococcus aureus subsp. aureus ED133	no rank
Staphylococcus aureus subsp. aureus ED98	no rank
Staphylococcus aureus subsp. aureus HO 5096 0412	no rank
Staphylococcus aureus subsp. aureus JH1	no rank
Staphylococcus aureus subsp. aureus JH9	no rank
Staphylococcus aureus subsp. aureus JKD6159	no rank
Staphylococcus aureus subsp. aureus LGA251	no rank
Staphylococcus aureus subsp. aureus M013	no rank
Staphylococcus aureus subsp. aureus MRSA252	no rank
Staphylococcus aureus subsp. aureus MSSA476	no rank
Staphylococcus aureus subsp. aureus MW2	no rank
Staphylococcus aureus subsp. aureus Mu3	no rank
Staphylococcus aureus subsp. aureus Mu50	no rank
Staphylococcus aureus subsp. aureus N315	no rank
Staphylococcus aureus subsp. aureus NCTC 8325	no rank
Staphylococcus aureus subsp. aureus PS187	no rank
Staphylococcus aureus subsp. aureus SA268	no rank
Staphylococcus aureus subsp. aureus SA40	no rank
Staphylococcus aureus subsp. aureus SA957	no rank
Staphylococcus aureus subsp. aureus ST228	no rank
Staphylococcus aureus subsp. aureus ST398	no rank
Staphylococcus aureus subsp. aureus ST72	no rank
Staphylococcus aureus subsp. aureus ST772-MRSA-V	no rank
Staphylococcus aureus subsp. aureus T0131	no rank
Staphylococcus aureus subsp. aureus TCH60	no rank
Staphylococcus aureus subsp. aureus TW20	no rank
