primaryAccession	start	stop	submitted_path	submitted_name	ncbi_taxonid
KX500026	1	3498	"Eukaryota;Stramenopiles;Developea;Develorapax;"	Develorapax marinus	1892415
CZAZ01000009	188623	190738	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;"	Hungatella hathewayi	154046
KX713430	1	2108	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Heterodonta;Euheterodonta;Veneroida;Tellinoidea;Scrobiculariidae;Scrobicularia;"	Scrobicularia plana	665965
MTKN01000142	1504	4383	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;"	[Flexibacter] sp. ATCC 35208	1936242
KX503765	1	2524	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Cycadidae;Cycadales;Zamiaceae;Zamia;"	Zamia erosa	1358839
MTLX01000048	252419	255498	"Archaea;Candidatus Bathyarchaeota;"	Candidatus Bathyarchaeota archaeon JdFR-10	1935118
KX713432	1	2111	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Heterodonta;Euheterodonta;Veneroida;Tellinoidea;Semelidae;Semele;"	Semele purpurascens	1920018
KX507373	113216	116254	"Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oedogoniales;Oedocladium;"	Oedocladium carolinianum	55992
MTBO01000069	2299	5188	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;"	Neisseria dentiae	194197
KX713434	1	2075	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Heterodonta;Euheterodonta;Veneroida;Mactroidea;Mactridae;Spisula;"	Spisula solida	31201
KX713436	1	2081	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Pteriomorphia;Mytiloida;Mytiloidea;Mytilidae;Mytilinae;Trichomya;"	Trichomya hirsuta	40252
KX713437	1	2161	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Heterodonta;Euheterodonta;Veneroida;Cardioidea;Tridacnidae;Tridacna;"	Tridacna maxima	80832
KX713438	1	2029	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Bivalvia;Palaeoheterodonta;Unionoida;Unionoidea;Hyriidae;Triplodon;"	Triplodon corrugatus	1076547
MTSM01000043	2455	5369	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillum;"	Oceanospirillum multiglobuliferum	64969
GQ912764	1	3700	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Palpatores;Ischyropsalidoidea;Ceratolasmatidae;Ceratolasma;"	Ceratolasma tricantha	118572
GQ912767	1	3799	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Palpatores;Ischyropsalidoidea;Ischyropsalididae;Ischyropsalis;"	Ischyropsalis luteipes	43281
GQ912774	1	3690	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Palpatores;Troguloidea;Nemastomatidae;Nemastomella;"	Nemastomella dubia	43287
CZRP01000010	331619	334519	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;"	Gracilibacillus sp. Awa-1	1564956
GQ912785	1	2467	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Travunioidea;Travuniidae;Peltonychia;"	Peltonychia clavigera	863982
GQ912788	1	3263	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Travunioidea;Triaenonychidae;Equitius;"	Equitius doriae	43291
GQ912792	1	3268	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Travunioidea;Triaenonychidae;Larifuga;"	Larifuga cf. capensis DNA100727	864034
GQ912793	1	2163	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Travunioidea;Triaenonychidae;Rostromontia;"	Rostromontia cf. capensis DNA100724	864035
GQ912796	1	3693	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Sandokanoidea;Sandokanidae;Sandokan;"	Sandokan malayanus	648765
GQ912800	1	2461	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Gonyleptoidea;Phalangodidae;Scotolemon;"	Scotolemon sp. DNA101042	863963
GQ912804	1	3267	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Assamioidea;Assamiidae;Paktongius;"	Paktongius sp. DNA101416	864021
MTIQ01000002	590	3520	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus abyssalis	1221450
GQ912805	1	1967	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Assamioidea;Assamiidae;Seuthes;"	Seuthes inermis	864008
GQ912806	1	2465	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Assamioidea;Assamiidae;unclassified Assamiidae;"	Trionyxellinae sp. DNA101430	864029
GQ912809	1	2447	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Gonyleptoidea;Cosmetidae;Cynortula;"	Cynortula granulata	648546
GQ912810	1	2465	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Gonyleptoidea;Cosmetidae;Metalibitia;"	Metalibitia paraguayensis	863994
GQ912818	1	2455	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Gonyleptoidea;Nomoclastidae;Quindina;"	Quindina sp. DNA101425	864033
GQ912819	1	2469	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Gonyleptoidea;Stygnidae;Stygnoplus;"	Stygnoplus clavotibialis	863972
GQ912821	1	2022	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Epedanoidea;Stygnopsidae;Hoplobunus;"	Hoplobunus sp. DNA100327	863956
GQ912822	1	3288	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Epedanoidea;Stygnopsidae;Karos;"	Karos cf. rugosus DNA101419	864036
GQ912824	1	2472	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Samooidea;Biantidae;Metabiantes;"	Metabiantes sp. DNA100703	864153
GQ912829	1	2462	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Samooidea;Samoidae;Pellobunus;"	Pellobunus insularis	863998
GQ912836	1	3254	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Chelicerata;Arachnida;Opiliones;Laniatores;Zalmoxoidea;Zalmoxidae;Zalmoxis;"	Zalmoxis sp. DNA100914	864031
KX714966	3194	7992	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Hymenoptera;Apocrita;Parasitoida;Chalcidoidea;Aphelinidae;Aphelininae;Eretmocerus;"	Eretmocerus sp. WTT-2016	1912922
CZCS01000007	79299	82183	"Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Planktothrix;"	Planktothrix paucivesiculata PCC 9631	671071
KX522674	2774	6167	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Sapindales;Anacardiaceae;Spondias;"	Spondias tuberosa	991123
KX525588	24400	27285	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Phyllophoraceae;Mastocarpus;"	Mastocarpus papillatus	31436
MTMI01000003	1530	4501	"Archaea;Euryarchaeota;"	Euryarchaeota archaeon JdFR-21	1935139
MTNP01000008	107397	110416	"Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;"	Dehalococcoides sp. JdFR-54	1935047
MTMG01000016	59943	62874	"Archaea;Euryarchaeota;Methanomicrobia;unclassified Methanomicrobia;"	Methanomicrobia archaeon JdFR-19	1935140
GQ981437	1	2816	"Eukaryota;Metazoa;Lophotrochozoa;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Ibirhynchus;"	Ibirhynchus dimorpha	886604
KX721050	1	2027	"Eukaryota;Metazoa;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Acochlidiacea;Bathyhedylidae;Bathyhedyle;"	Bathyhedyle boucheti	1922199
MTOH01000001	87548	91460	"Bacteria;Candidatus Hydrothermae;"	Candidatus Hydrothermae bacterium JdFR-72	1935123
AB550776	565	4486	"Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Phialophora;"	Phialophora verrucosa	39412
CZPW01000007	477421	480279	"Bacteria;Firmicutes;Tissierellia;"	Tissierellia bacterium GD9	1723384
MTMB01000003	340440	343536	"Archaea;Candidatus Geothermarchaeota;"	Candidatus Geothermarchaeota archaeon JdFR-14	1935121
MTQP01000037	63729	66829	"Bacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;"	Saccharothrix sp. ALI-22-I	1933778
MTPG01000106	28111	31135	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;"	Desulfarculaceae bacterium JdFR-97	1935136
MTIC01000045	1	2759	"Bacteria;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas;"	Sinomonas mesophila	1531955
MTIR01000007	232	3159	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus halosaccharovorans	930124
KX545367	639769	642771	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Lamiales;Oleaceae;Oleeae;Hesperelaea;"	Hesperelaea palmeri	126429
MTLV01000029	27886	29946	"Archaea;Candidatus Bathyarchaeota;"	Candidatus Bathyarchaeota archaeon JdFR-08	1935116
MTIT01000002	1033779	1036708	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus halmapalus	79882
MTIU01000002	3126533	3129469	"Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;unclassified Sporolactobacillaceae;"	[Bacillus] agaradhaerens	76935
MTQN01000010	82	3212	"Bacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;"	Kribbella sp. ALI-6-A	1933817
MTBN01000018	2425	5316	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;"	Neisseria animaloris	326522
MTIY01000003	1484743	1487614	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus sp. FJAT-44921	1912214
MTIV01000010	15898	18830	"Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;unclassified Sporolactobacillaceae;"	[Bacillus] clarkii	79879
KC427270	47561	50508	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Pinidae;Cupressales;Cupressaceae;Cunninghamia;"	Cunninghamia lanceolata	28977
KC427271	81226	84234	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Gnetidae;Gnetales;Gnetaceae;Gnetum;"	Gnetum montanum	3381
KC427272	88361	91371	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Pinidae;Pinales;Pinaceae;Pinus;Pinus;"	Pinus massoniana	88730
GU001155	1	3156	"Eukaryota;Apusozoa;Mantamonadidae;Mantamonas;"	Mantamonas plastica	856889
GU001157	1	2802	"Eukaryota;Apusozoa;Mantamonadidae;Mantamonas;"	Mantamonas sp. Dar es Salaam	1238683
KC427274	58790	61728	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Pinidae;Cupressales;Cupressaceae;Taiwania;"	Taiwania flousiana	99815
EU418773	1	2642	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Lomentariaceae;Lomentaria;"	Lomentaria articulata	515839
EU418774	1	2624	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Faucheaceae;Leptofauchea;"	Leptofauchea sp. coralligena	515841
GU001159	838	4547	"Eukaryota;Amoebozoa;Tubulinea;Leptomyxida;Flabellulidae;Rhizamoeba;"	Rhizamoeba saxonica	200886
EU418775	1	2624	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Rhodymenia;"	Rhodymenia holmesii	515840
GU001161	807	4367	"Eukaryota;Amoebozoa;Discosea;Flabellinia;Vannellidae;Vannella;"	Vannella septentrionalis	197531
GU001162	1196	4833	"Eukaryota;Amoebozoa;Phalansterium;"	Phalansterium solitarium	136499
GU001163	644	3220	"Eukaryota;Amoebozoa;Phalansterium;"	Phalansterium sp. EEG-2010/THA	857046
GU001164	580	4003	"Eukaryota;Breviatea;Breviata;"	Breviata anathema	81100
GU001165	975	4444	"Eukaryota;Apusozoa;Rigifilida;Micronuclearia;"	Micronuclearia podoventralis	238746
GU001166	2428	6009	"Eukaryota;Apusozoa;Ancyromonadidae;Ancyromonas;"	Ancyromonas sp. 3b	857049
EU418778	1	2596	"Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Rhodymeniales;Rhodymeniaceae;Rhodymenia;"	Rhodymenia ardissonei	367059
GU001167	971	4531	"Eukaryota;Apusozoa;Apusomonadidae;Amastigomonas;"	Amastigomonas bermudensis	172822
GU001168	1648	5734	"Eukaryota;Apusozoa;Apusomonadidae;Amastigomonas;"	Amastigomonas sp. EEG-2010a	857050
GU001169	927	4440	"Eukaryota;Apusozoa;Planomonadidae;Planomonas;"	Planomonas micra	554453
GU001170	833	4150	"Eukaryota;Apusozoa;Apusomonadidae;Apusomonas;"	Apusomonas proboscidea	41120
KX572149	103355	106163	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Myrtales;Lythraceae;Lagerstroemia;"	Lagerstroemia speciosa	122810
MTNE01000182	202	3106	"Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;"	Thermoplasmatales archaeon JdFR-43	1935152
MTBC01000017	291	3099	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;"	Flavobacteriaceae bacterium HSG9	1929488
MTIS01000007	344908	347828	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus alkalitelluris	304268
MTNJ01000007	530	3326	"Bacteria;Candidatus Acetothermia;"	Candidatus Acetothermia bacterium JdFR-48	1935102
EU434297	1	2702	"Eukaryota;Rhodophyta;Florideophyceae;Nemaliophycidae;Acrochaetiales;Acrochaetiaceae;Grania;"	Grania efflorescens	525895
MTTC01001346	18725	22578	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Diptera;Brachycera;Muscomorpha;Ephydroidea;Drosophilidae;Drosophila;Sophophora;"	Drosophila serrata	7274
CZHE02055135	6	2162	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea;"	Dioscorea alata	55571
JSUM01000008	148	3056	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Chelonobacter;"	Chelonobacter oris	505317
KX578028	35030	38370	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Bryanae;Orthotrichales;Orthotrichaceae;Orthotrichum;"	Orthotrichum bicolor	1903710
MTQF01000024	2085	4975	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;"	[Flexibacter] sp. ATCC 35103	1937528
JSVS01000240	6814	9090	"Bacteria;Candidatus Aerophobetes;"	Aerophobetes bacterium AeroCD12-1	1569277
CZVO01000038	6853	9883	"Bacteria;Candidatus Kryptonia;Candidatus Kryptonium;"	Candidatus Kryptonium thompsoni	1633631
MTSX01000010	2487	5228	"Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella;"	Kiloniella sp. M146.1	1936025
MTCM01000006	336113	338997	"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;"	Sphingobacterium sp. CZ-UAM	1933868
MTHC01000030	2119	5240	"Bacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;"	Tessaracoccus sp. ZS01	1906324
MTIP01000011	82868	85717	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus alkalinitrilicus	427920
JSVU01000012	2606	5450	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita;"	Aequorivita vladivostokensis	171194
MTPI01001774	5541	8904	"Eukaryota;Stramenopiles;Oomycetes;Peronosporales;Peronosporaceae;Plasmopara;"	Plasmopara viticola	143451
CZQA01000015	67571	70575	"Bacteria;Nitrospirae;Nitrospirales;Nitrospiraceae;Nitrospira;"	Candidatus Nitrospira nitrosa	1742972
MTHD01000011	2299	5195	"Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azonexus;"	Azonexus hydrophilus	418702
MTPE01000375	3098	5883	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;"	Desulfarculaceae bacterium JdFR-95	1935134
JSEN01000024	17	2939	"Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonas;"	Marinomonas sp. SBI22	1561206
JSVC01000053	219	3093	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;"	Flavihumibacter solisilvae	1349421
GU123704	1	3216	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Balclutha;"	Balclutha neglecta	706836
GU123713	1	3234	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Chiasmus;"	Chiasmus sp. JNZ-2010	706915
JSBN01000211	244	3038	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;"	Sphingomonas sp. Ant H11	1564113
KX821839	1	4108	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Gerridae;Gerrinae;Aquarius;"	Aquarius paludum	95691
GU123734	1	1906	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Gcaleka;"	Gcaleka acuta	706894
KX821840	1	4094	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Gerridae;Gerrinae;Gerris;"	Gerris buenoi	56086
KX821842	1	3886	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Hebridae;Hebrus;"	Hebrus sp. AC-2016	1930766
KX821843	1	3429	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Microveliinae;Husseyella;"	Husseyella turmalis	1930773
KX821844	1	3910	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Gerridae;Gerrinae;Limnoporus;"	Limnoporus dissortis	56089
KX821845	1	3217	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Microveliinae;Microvelia;"	Microvelia americana	1187971
KX821846	1	4015	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Mesoveliidae;Mesovelia;"	Mesovelia furcata	280089
KX821847	1	4121	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Oiovelia;"	Oiovelia cunucunumana	1930774
KX821848	1	4105	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Panheteroptera;Pentatomomorpha;Pyrrhocoroidea;Pyrrhocoridae;Pyrrhocoris;"	Pyrrhocoris apterus	37000
GU123744	1	3229	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Laevicephalus;"	Laevicephalus monticola	706837
KX821849	1	3184	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Paravelia;"	Paravelia bullialata	1930775
KX821850	1	3680	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Platyvelia;"	Platyvelia brachialis	1930767
KX821851	1	2611	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Paravelia;"	Paravelia conata	1930776
KX821852	1	3320	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Stridulivelia;"	Stridulivelia strigosa	1930768
GU123748	1	3232	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Macrosteles;"	Macrosteles sp. JNZ-2010	706917
KX821853	1	4244	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Gerromorpha;Gerroidea;Veliidae;Veliinae;Stridulivelia;"	Stridulivelia tersa	1930769
KX822002	1	2302	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Heteroptera;Dipsocoridae;Cryptostemma;"	Cryptostemma alienum	1930765
GU123775	1	1926	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Scaphoideus;"	Scaphoideus sp. SA JNZ-2010	706924
GU123776	1	3235	"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Paraneoptera;Hemiptera;Auchenorrhyncha;Membracoidea;Cicadellidae;Deltocephalinae;Scaphytopius;"	Scaphytopius vaccinium	706869
JSWR01017268	12259	15112	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Astereae;North American clade;Conyza;"	Conyza canadensis	72917
EU544353	1	2107	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Tapinanthinae;Agelanthus;"	Agelanthus sansibarensis	48923
EU544356	1	2106	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Elytrantheae;Amylotheca;"	Amylotheca duthieana	529557
EU544357	1	2037	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Amyeminae;Baratranthus;"	Baratranthus axanthus	364662
EU544358	1	2057	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Tapinanthinae;Bakerella;"	Bakerella sp. Nickrent 4161	529559
EU544359	1	2082	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Amyeminae;Benthamina;"	Benthamina alyxifolia	328065
EU544360	1	2099	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Tapinanthinae;Berhautia;"	Berhautia senegalensis	529563
JSSU01000831	393	4060	"Eukaryota;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreomycetidae;Microascales;Ceratocystidaceae;Ceratocystis;"	Ceratocystis albifundus	357446
EU544364	1	2046	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Elytrantheae;Decaisnina;"	Decaisnina triflora	529565
EU544366	1	2037	"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Loranthaceae;Lorantheae;Dendrophthoinae;Dendrophthoe;"	Dendrophthoe longituba	529566
