Taxa_Name	Taxa_Rank
Burkholderia pseudomallei TSV 48	no rank
Burkholderia pseudomallei TSV28	no rank
Burkholderia pseudomallei TSV32	no rank
Burkholderia pseudomallei TSV44	no rank
Burkholderia pseudomallei TSV5	no rank
Burkholderia pseudomallei VEL	no rank
Burkholderia pseudomallei str. MARAN	no rank
Burkholderia thailandensis 2002721643	no rank
Burkholderia thailandensis 2002721723	no rank
Burkholderia thailandensis 34	no rank
Burkholderia thailandensis Bt4	no rank
Burkholderia thailandensis E254	no rank
Burkholderia thailandensis E264	no rank
Burkholderia thailandensis E444	no rank
Burkholderia thailandensis E555	no rank
Burkholderia thailandensis H0587	no rank
Burkholderia thailandensis MSMB121	no rank
Burkholderia thailandensis MSMB43	no rank
Burkholderia thailandensis MSMB59	no rank
Burkholderia thailandensis Phuket 4W-1	no rank
Burkholderia thailandensis TXDOH	no rank
Burkholderia thailandensis USAMRU Malaysia #20	no rank
Caballeronia	genus
Caballeronia mineralivorans PML1(12)	no rank
Candidatus Glomeribacter	genus
Candidatus Glomeribacter gigasporarum BEG34	no rank
environmental samples	no rank
Candidatus Protistobacter	genus
Candidatus Vallotia	genus
Chitinimonas	genus
Chitinimonas koreensis DSM 17726	no rank
Chitinimonas taiwanensis DSM 18899	no rank
environmental samples	no rank
Cupriavidus	genus
Cupriavidus basilensis OR16	no rank
Cupriavidus gilardii CR3	no rank
Cupriavidus metallidurans CH34	no rank
Cupriavidus metallidurans H1130	no rank
Cupriavidus metallidurans NBRC 101272	no rank
Cupriavidus necator A5-1	no rank
Cupriavidus necator H16	no rank
Cupriavidus necator H850	no rank
Cupriavidus necator N-1	no rank
Cupriavidus necator NBRC 102504	no rank
Cupriavidus pinatubonensis JMP134	no rank
environmental samples	no rank
Hydromonas	genus
Lautropia	genus
Lautropia mirabilis ATCC 51599	no rank
environmental samples	no rank
Limnobacter	genus
environmental samples	no rank
Mycetohabitans	genus
Paraburkholderia rhizoxinica HKI 454	no rank
Mycoavidus	genus
Pandoraea	genus
Pandoraea pnomenusa 3kgm	no rank
environmental samples	no rank
Paraburkholderia	genus
Candidatus Paraburkholderia kirkii UZHbot1	no rank
Paraburkholderia acidipaludis NBRC 101816	no rank
Paraburkholderia bannensis NBRC 103871	no rank
Paraburkholderia caledonica NBRC 102488	no rank
Paraburkholderia caribensis MBA4	no rank
Paraburkholderia ferrariae NBRC 106233	no rank
Paraburkholderia fungorum NBRC 102489	no rank
Paraburkholderia ginsengisoli NBRC 100965	no rank
Paraburkholderia heleia NBRC 101817	no rank
Paraburkholderia kururiensis JCM 10599	no rank
Paraburkholderia kururiensis M130	no rank
Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107	no rank
Paraburkholderia mimosarum LMG 23256 = NBRC 106338	no rank
Paraburkholderia oxyphila NBRC 105797	no rank
Paraburkholderia phenoliruptrix AC1100	no rank
Paraburkholderia phenoliruptrix BR3459a	no rank
Paraburkholderia phymatum STM815	no rank
Paraburkholderia phytofirmans PsJN	no rank
Paraburkholderia sprentiae WSM5005	no rank
Paraburkholderia terrae BS001	no rank
Paraburkholderia terrae NBRC 100964	no rank
Paraburkholderia tuberum STM678	no rank
Paraburkholderia xenovorans LB400	no rank
environmental samples	no rank
Paucimonas	genus
Polynucleobacter	genus
Polynucleobacter asymbioticus QLW-P1DMWA-1	no rank
Polynucleobacter necessarius STIR1	no rank
environmental samples	no rank
Quisquiliibacterium	genus
Ralstonia	genus
Ralstonia pickettii 12D	no rank
Ralstonia pickettii 12J	no rank
Ralstonia pickettii DTP0602	no rank
Ralstonia pickettii NBRC 102503	no rank
Ralstonia pickettii OR214	no rank
Ralstonia solanacearum CFBP2957	no rank
Ralstonia solanacearum CMR15	no rank
Ralstonia solanacearum CaRs-Mep	no rank
Ralstonia solanacearum FJAT-1458	no rank
Ralstonia solanacearum FJAT-91	no rank
Ralstonia solanacearum FQY_4	no rank
Ralstonia solanacearum GMI1000	no rank
Ralstonia solanacearum K60-1	no rank
Ralstonia solanacearum MolK2	no rank
Ralstonia solanacearum OE1-1	no rank
Ralstonia solanacearum Po82	no rank
Ralstonia solanacearum Rs-09-161	no rank
Ralstonia solanacearum Rs-10-244	no rank
Ralstonia solanacearum SD54	no rank
Ralstonia solanacearum UW551	no rank
Ralstonia solanacearum Y45	no rank
Ralstonia syzygii R24	no rank
environmental samples	no rank
unclassified Ralstonia	no rank
Robbsia	genus
Robbsia andropogonis Ba3549	no rank
Trinickia	genus
environmental samples	no rank
unclassified Burkholderiaceae	no rank
Comamonadaceae	family
Acidovorax	genus
Acidovorax avenae subsp. avenae ATCC 19860	no rank
Acidovorax citrulli AAC00-1	no rank
Acidovorax citrulli ZJU1106	no rank
Acidovorax delafieldii 2AN	no rank
Acidovorax ebreus TPSY	no rank
Acidovorax oryzae ATCC 19882	no rank
Acidovorax radicis N35	no rank
Acidovorax radicis N35v	no rank
environmental samples	no rank
Alicycliphilus	genus
Alicycliphilus denitrificans BC	no rank
Alicycliphilus denitrificans K601	no rank
environmental samples	no rank
Brachymonas	genus
Brachymonas denitrificans DSM 15123	no rank
environmental samples	no rank
Caenimonas	genus
environmental samples	no rank
Caldimonas	genus
Caldimonas taiwanensis NBRC 104434	no rank
environmental samples	no rank
Candidatus Symbiobacter	genus
Candidatus Symbiobacter mobilis CR	no rank
Comamonas	genus
Comamonas aquatica DA1877	no rank
Comamonas aquatica NBRC 14918	no rank
Comamonas badia DSM 17552	no rank
Comamonas granuli NBRC 101663	no rank
Comamonas terrigena NBRC 13299	no rank
Comamonas testosteroni ATCC 11996	no rank
Comamonas testosteroni KF-1	no rank
Comamonas testosteroni NBRC 100989	no rank
Comamonas testosteroni P19	no rank
Comamonas testosteroni S44	no rank
Comamonas testosteroni TK102	no rank
environmental samples	no rank
Corticibacter	genus
Curvibacter	genus
Curvibacter delicatus NBRC 14919	no rank
Curvibacter gracilis ATCC BAA-807	no rank
environmental samples	no rank
Delftia	genus
Delftia acidovorans CCUG 15835	no rank
Delftia acidovorans CCUG 274B	no rank
Delftia acidovorans NBRC 14950	no rank
Delftia acidovorans SPH-1	no rank
Delftia tsuruhatensis NBRC 16741	no rank
environmental samples	no rank
Diaphorobacter	genus
Diaphorobacter nitroreducens JCM 11421	no rank
environmental samples	no rank
Extensimonas	genus
Giesbergeria	genus
Hydrogenophaga	genus
Hydrogenophaga flava NBRC 102514	no rank
Hydrogenophaga intermedia NBRC 102510	no rank
Hydrogenophaga palleronii NBRC 102513	no rank
Hydrogenophaga pseudoflava NBRC 102511	no rank
Hydrogenophaga taeniospiralis NBRC 102512	no rank
environmental samples	no rank
Hylemonella	genus
Hylemonella gracilis ATCC 19624	no rank
Hylemonella gracilis str. Niagara R	no rank
Kinneretia	genus
environmental samples	no rank
Lampropedia	genus
Lampropedia hyalina DSM 16112	no rank
Limnohabitans	genus
environmental samples	no rank
Macromonas	genus
Malikia	genus
environmental samples	no rank
Melaminivora	genus
Oryzisolibacter	genus
Ottowia	genus
Ottowia thiooxydans DSM 14619	no rank
environmental samples	no rank
Pelomonas	genus
environmental samples	no rank
Polaromonas	genus
Polaromonas jejuensis NBRC 106434	no rank
Polaromonas naphthalenivorans CJ2	no rank
environmental samples	no rank
Pseudacidovorax	genus
Pseudacidovorax intermedius NH-1	no rank
Pseudorhodoferax	genus
environmental samples	no rank
Ramlibacter	genus
Ramlibacter tataouinensis TTB310	no rank
environmental samples	no rank
Rhodoferax	genus
Rhodoferax antarcticus ANT.BR	no rank
Rhodoferax ferrireducens T118	no rank
Rhodoferax saidenbachensis ED16	no rank
environmental samples	no rank
Schlegelella	genus
environmental samples	no rank
Serpentinomonas	genus
Simplicispira	genus
Simplicispira psychrophila DSM 11588	no rank
environmental samples	no rank
Tibeticola	genus
Variovorax	genus
Variovorax boronicumulans NBRC 103145	no rank
Variovorax paradoxus 110B	no rank
Variovorax paradoxus 4MFCol3.1	no rank
Variovorax paradoxus B4	no rank
Variovorax paradoxus EPS	no rank
Variovorax paradoxus NBRC 15149	no rank
Variovorax paradoxus S110	no rank
Variovorax soli NBRC 106424	no rank
environmental samples	no rank
unclassified Variovorax	no rank
Verminephrobacter	genus
Verminephrobacter aporrectodeae subsp. tuberculatae At4	no rank
Verminephrobacter eiseniae EF01-2	no rank
environmental samples	no rank
Xenophilus	genus
Xenophilus azovorans DSM 13620	no rank
Zhizhongheella	genus
environmental samples	no rank
unclassified Comamonadaceae	no rank
Oxalobacteraceae	family
Actimicrobium	genus
Candidatus Zinderia	genus
Candidatus Zinderia insecticola CARI	no rank
Collimonas	genus
Collimonas fungivorans Ter331	no rank
environmental samples	no rank
Duganella	genus
environmental samples	no rank
Glaciimonas	genus
Herbaspirillum	genus
Herbaspirillum frisingense GSF30	no rank
Herbaspirillum hiltneri N3	no rank
Herbaspirillum huttiense subsp. putei IAM 15032	no rank
Herbaspirillum lusitanum P6-12	no rank
Herbaspirillum rubrisubalbicans Os34	no rank
Herbaspirillum rubrisubalbicans Os45	no rank
Herbaspirillum seropedicae SmR1	no rank
environmental samples	no rank
Herminiimonas	genus
environmental samples	no rank
Janthinobacterium	genus
Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	no rank
Janthinobacterium lividum PAMC 25724	no rank
environmental samples	no rank
Massilia	genus
Massilia timonae CCUG 45783	no rank
environmental samples	no rank
Noviherbaspirillum	genus
Noviherbaspirillum massiliense JC206	no rank
environmental samples	no rank
Oxalicibacterium	genus
Oxalobacter	genus
Oxalobacter formigenes HOxBLS	no rank
Oxalobacter formigenes OXCC13	no rank
environmental samples	no rank
Paraherbaspirillum	genus
Pseudoduganella	genus
Solimicrobium	genus
Telluria	genus
environmental samples	no rank
Undibacterium	genus
environmental samples	no rank
environmental samples	no rank
unclassified Oxalobacteraceae	no rank
Sutterellaceae	family
Dakarella	genus
Duodenibacillus	genus
Parasutterella	genus
Parasutterella excrementihominis YIT 11859	no rank
Sutterella	genus
Sutterella wadsworthensis 2_1_59BFAA	no rank
Sutterella wadsworthensis 3_1_45B	no rank
Sutterella wadsworthensis HGA0223	no rank
environmental samples	no rank
Turicimonas	genus
environmental samples	no rank
unclassified Sutterellaceae	no rank
environmental samples	no rank
unclassified Burkholderiales	no rank
Burkholderiales Genera incertae sedis	no rank
Aquabacterium	genus
environmental samples	no rank
Aquincola	genus
environmental samples	no rank
Ideonella	genus
environmental samples	no rank
Inhella	genus
environmental samples	no rank
Leptothrix	genus
Leptothrix cholodnii SP-6	no rank
Leptothrix ochracea L12	no rank
environmental samples	no rank
Methylibium	genus
Methylibium petroleiphilum PM1	no rank
environmental samples	no rank
Mitsuaria	genus
Mitsuaria chitosanitabida NBRC 102408	no rank
environmental samples	no rank
Paucibacter	genus
Piscinibacter	genus
environmental samples	no rank
Piscinibacterium	genus
Rhizobacter	genus
environmental samples	no rank
Rivibacter	genus
Roseateles	genus
environmental samples	no rank
Rubrivivax	genus
Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	no rank
Rubrivivax gelatinosus CBS	no rank
Rubrivivax gelatinosus IL144	no rank
environmental samples	no rank
Sphaerotilus	genus
Sphaerotilus natans subsp. natans DSM 6575	no rank
environmental samples	no rank
Tepidicella	genus
environmental samples	no rank
Tepidimonas	genus
environmental samples	no rank
Thiobacter	genus
environmental samples	no rank
Thiomonas	genus
Thiomonas intermedia K12	no rank
environmental samples	no rank
Xylophilus	genus
environmental samples	no rank
environmental samples	no rank
Candidatus Branchiomonas	genus
mealybug endosymbionts	family
unclassified Burkholderiales (miscellaneous)	no rank
Ferritrophicales	order
Ferritrophicaceae	family
Ferritrophicum	genus
environmental samples	no rank
Ferrovales	order
Ferrovaceae	family
Ferrovum	genus
environmental samples	no rank
Neisseriales	order
Chromobacteriaceae	family
Andreprevotia	genus
Andreprevotia lacus DSM 23236	no rank
Aquaspirillum	genus
environmental samples	no rank
Aquitalea	genus
environmental samples	no rank
Chitinibacter	genus
Chitinilyticum	genus
Chitinilyticum litopenaei DSM 21440	no rank
Chitiniphilus	genus
Chromobacterium group	no rank
Chromobacterium	genus
Chromobacterium haemolyticum DSM 19808	no rank
Chromobacterium violaceum ATCC 12472	no rank
environmental samples	no rank
Iodobacter	genus
unclassified Iodobacter	no rank
Deefgea	genus
environmental samples	no rank
Formivibrio	genus
Gulbenkiania	genus
Jeongeupia	genus
Laribacter	genus
Laribacter hongkongensis DSM 14985	no rank
Laribacter hongkongensis HLHK9	no rank
Leeia	genus
Leeia oryzae DSM 17879	no rank
environmental samples	no rank
Microvirgula	genus
Microvirgula aerodenitrificans DSM 15089	no rank
environmental samples	no rank
Paludibacterium	genus
Pseudogulbenkiania	genus
Pseudogulbenkiania ferrooxidans 2002	no rank
Pseudogulbenkiania ferrooxidans EGD-HP2	no rank
Pseudogulbenkiania subflava DSM 22618	no rank
Silvimonas	genus
environmental samples	no rank
Vogesella	genus
environmental samples	no rank
unclassified Chromobacteriaceae	no rank
Neisseriaceae	family
Alysiella	genus
Alysiella crassa DSM 2578	no rank
Amantichitinum	genus
Aquaphilus	genus
Bergeriella	genus
Bergeriella denitrificans NBRC 102155	no rank
Chitinolyticbacter	genus
Conchiformibius	genus
Crenobacter	genus
Eikenella	genus
Eikenella corrodens ATCC 23834	no rank
Eikenella corrodens CC92I	no rank
environmental samples	no rank
Kingella	genus
Kingella denitrificans ATCC 33394	no rank
Kingella kingae ATCC 23330	no rank
Kingella kingae PYKK081	no rank
Kingella oralis ATCC 51147	no rank
environmental samples	no rank
Morococcus	genus
Neisseria	genus
Neisseria bacilliformis ATCC BAA-1200	no rank
Neisseria cinerea ATCC 14685	no rank
Neisseria elongata subsp. glycolytica ATCC 29315	no rank
Neisseria flavescens NRL30031/H210	no rank
Neisseria flavescens SK114	no rank
Neisseria gonorrhoeae 1291	no rank
Neisseria gonorrhoeae 35/02	no rank
Neisseria gonorrhoeae ALB_2011_01-02	no rank
Neisseria gonorrhoeae ALB_2011_03_03	no rank
Neisseria gonorrhoeae ALB_2011_04_03	no rank
Neisseria gonorrhoeae ATL_2011_01-21	no rank
Neisseria gonorrhoeae ATL_2011_01-25	no rank
Neisseria gonorrhoeae ATL_2011_01_03	no rank
Neisseria gonorrhoeae ATL_2011_01_05	no rank
Neisseria gonorrhoeae ATL_2011_01_08	no rank
Neisseria gonorrhoeae ATL_2011_01_17	no rank
Neisseria gonorrhoeae ATL_2011_05-08	no rank
Neisseria gonorrhoeae ATL_2011_05-13	no rank
Neisseria gonorrhoeae CH811	no rank
Neisseria gonorrhoeae DGI18	no rank
Neisseria gonorrhoeae DGI2	no rank
Neisseria gonorrhoeae F62	no rank
Neisseria gonorrhoeae FA 1090	no rank
Neisseria gonorrhoeae FA19	no rank
Neisseria gonorrhoeae FA6140	no rank
Neisseria gonorrhoeae GC1-182	no rank
Neisseria gonorrhoeae MIA_2011_02_02	no rank
Neisseria gonorrhoeae MIA_2011_03-09	no rank
Neisseria gonorrhoeae MIA_2011_03-10	no rank
Neisseria gonorrhoeae MIA_2011_05-10	no rank
Neisseria gonorrhoeae MIA_2011_05-15	no rank
Neisseria gonorrhoeae MIA_2011_05-16	no rank
Neisseria gonorrhoeae MS11	no rank
Neisseria gonorrhoeae MU_NG12	no rank
Neisseria gonorrhoeae MU_NG14	no rank
Neisseria gonorrhoeae MU_NG15	no rank
Neisseria gonorrhoeae MU_NG17	no rank
Neisseria gonorrhoeae MU_NG18	no rank
Neisseria gonorrhoeae MU_NG19	no rank
Neisseria gonorrhoeae MU_NG1	no rank
Neisseria gonorrhoeae MU_NG20	no rank
Neisseria gonorrhoeae MU_NG21	no rank
Neisseria gonorrhoeae MU_NG23	no rank
Neisseria gonorrhoeae MU_NG25	no rank
Neisseria gonorrhoeae MU_NG26	no rank
Neisseria gonorrhoeae MU_NG3	no rank
Neisseria gonorrhoeae MU_NG4	no rank
Neisseria gonorrhoeae MU_NG5	no rank
Neisseria gonorrhoeae MU_NG6	no rank
Neisseria gonorrhoeae MU_NG8	no rank
Neisseria gonorrhoeae MU_NG9	no rank
Neisseria gonorrhoeae NCCP11945	no rank
Neisseria gonorrhoeae NG-k51.05	no rank
Neisseria gonorrhoeae NOR_2011_03-06	no rank
Neisseria gonorrhoeae NYC_2011_05_07	no rank
Neisseria gonorrhoeae NYC_2011_05_13	no rank
Neisseria gonorrhoeae PID18	no rank
Neisseria gonorrhoeae PID1	no rank
Neisseria gonorrhoeae PID24-1	no rank
Neisseria gonorrhoeae PID332	no rank
Neisseria gonorrhoeae SK-92-679	no rank
Neisseria gonorrhoeae SK-93-1035	no rank
Neisseria gonorrhoeae SK12684	no rank
Neisseria gonorrhoeae SK14515	no rank
Neisseria gonorrhoeae SK15454	no rank
Neisseria gonorrhoeae SK16259	no rank
Neisseria gonorrhoeae SK16942	no rank
Neisseria gonorrhoeae SK17973	no rank
Neisseria gonorrhoeae SK1902	no rank
Neisseria gonorrhoeae SK22871	no rank
Neisseria gonorrhoeae SK23020	no rank
Neisseria gonorrhoeae SK28355	no rank
Neisseria gonorrhoeae SK29471	no rank
Neisseria gonorrhoeae SK32402	no rank
Neisseria gonorrhoeae SK33414	no rank
Neisseria gonorrhoeae SK36809	no rank
Neisseria gonorrhoeae SK39420	no rank
Neisseria gonorrhoeae SK6987	no rank
Neisseria gonorrhoeae SK708	no rank
Neisseria gonorrhoeae SK7461	no rank
Neisseria gonorrhoeae SK7842	no rank
Neisseria gonorrhoeae SK8976	no rank
Neisseria lactamica ATCC 23970	no rank
Neisseria lactamica NS19	no rank
Neisseria lactamica Y92-1009	no rank
Neisseria macacae ATCC 33926	no rank
Neisseria meningitidis 12888	no rank
Neisseria meningitidis 2000063	no rank
Neisseria meningitidis 2000080	no rank
Neisseria meningitidis 2000081	no rank
Neisseria meningitidis 2000175	no rank
Neisseria meningitidis 2001001	no rank
Neisseria meningitidis 2001068	no rank
Neisseria meningitidis 2001073	no rank
Neisseria meningitidis 2001212	no rank
Neisseria meningitidis 2001213	no rank
Neisseria meningitidis 2002004	no rank
Neisseria meningitidis 2002007	no rank
Neisseria meningitidis 2002020	no rank
Neisseria meningitidis 2002030	no rank
Neisseria meningitidis 2002038	no rank
Neisseria meningitidis 2003022	no rank
Neisseria meningitidis 2003051	no rank
Neisseria meningitidis 2004032	no rank
Neisseria meningitidis 2004085	no rank
Neisseria meningitidis 2004090	no rank
Neisseria meningitidis 2005079	no rank
Neisseria meningitidis 2005172	no rank
Neisseria meningitidis 2006087	no rank
Neisseria meningitidis 2007056	no rank
Neisseria meningitidis 2007461	no rank
Neisseria meningitidis 2008223	no rank
Neisseria meningitidis 4119	no rank
Neisseria meningitidis 61103	no rank
Neisseria meningitidis 61106	no rank
Neisseria meningitidis 63006	no rank
Neisseria meningitidis 63023	no rank
Neisseria meningitidis 63041	no rank
