primaryAccession	start	stop	path	organism_name	taxid
CP001969	4610554	4613457	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;"	Escherichia coli IHE3034	28078
CP001970	4653529	4656457	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus anthracis str. A16	815
CP001974	4653504	4656432	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus anthracis str. A16R	815
CP001976	2935323	2938459	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium tuberculosis KZN 605	26203
CP001977	1750500	1753578	"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;"	Cutibacterium acnes SK137	26377
CP001978	1301060	1303951	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter;"	Marinobacter adhaerens HP15	28247
CP001981	73802	76917	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Sulcia;"	Candidatus Sulcia muelleri DMIN	26654
CP001982	4729949	4732882	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus megaterium DSM 319	815
CP001987	47996	50930	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus megaterium QM B1551	815
CP001991	169659	172550	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma crocodyli MP145	27357
CP001992	543491	546585	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus;"	Mobiluncus curtisii ATCC 43063	26179
CP001993	2084139	2087038	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus pneumoniae TCH8431/19A	887
CP001994	1902493	1905403	"Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanohalophilus;"	Methanohalophilus mahii DSM 5219	26057
CP001995	709873	712753	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma fermentans JER	27357
CP001996	2265165	2267998	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus ED133	27377
CP001997	796777	799753	"Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium;"	Aminobacterium colombiense DSM 12261	28335
CP001998	2183015	2185906	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita;"	Coraliomargarita akajimensis DSM 45221	28432
CP001999	3083885	3086799	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;"	Arcobacter nitrofigilis DSM 7299	26843
CP002000	7613362	7616469	"Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;"	Amycolatopsis mediterranei U32	26397
CP002001	2721669	2724598	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes J0161	27350
CP002002	2627527	2630456	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes 10403S	27350
CP002003	2691495	2694457	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes FSL R2-561	27350
CP002004	2611208	2614170	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae;Listeria;"	Listeria monocytogenes Finland 1998	27350
CP002005	1823573	1826728	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;"	Moraxella catarrhalis BBH18	1652
CP002006	3607904	3610735	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;"	Prevotella ruminicola 23	26545
CP002007	611423	614327	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus suis 05HAS68	887
CP002008	1154702	1157485	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;"	Caulobacter segnis ATCC 21756	1087
CP002009	1150674	1153659	"Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;"	Methanocaldococcus infernus ME	101
CP002010	2395464	2398322	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"	Bifidobacterium longum subsp. longum JDM301	26185
CP002011	3853035	3855934	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium botulinum F str. 230613	896
CP002014	2325438	2328315	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;"	Burkholderia sp. CCGE1002	27892
CP002017	2310094	2313049	"Bacteria;Firmicutes;Bacilli;Kyrpidiales;Kyrpidiaceae;Kyrpidia;"	Kyrpidia tusciae DSM 2912	27319
CP002019	264832	267689	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ketogulonicigenium;"	Ketogulonicigenium vulgare WSH-001	1170
CP002021	3052659	3055530	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Thiomonas;"	Thiomonas intermedia K12	27962
CP002024	157738	160672	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;"	Chlamydia trachomatis L2c	28379
CP002025	1071376	1074362	"Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira;"	Brachyspira pilosicoli 95/1000	28296
CP002026	3439201	3442027	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya;"	Starkeya novella DSM 506	1161
CP002028	2188769	2191930	"Bacteria;Firmicutes;Clostridia;Thermincolales;Thermincolaceae;Thermincola;"	Thermincola potens JR	27540
CP002029	726996	729802	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;"	Campylobacter jejuni subsp. jejuni ICDCCJ07001	26845
CP002031	1197029	1199986	"Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;"	Geobacter sulfurreducens KN400	27187
CP002032	1920021	1922990	"Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;"	Thermoanaerobacter mathranii subsp. mathranii str. A3	27681
CP002033	1561022	1563942	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;"	Lactobacillus fermentum CECT 5716	27339
CP002034	1814886	1817770	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus salivarius CECT 5713	878
CP002038	4603499	4606406	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;"	Dickeya dadantii 3937	28155
CP002039	5428713	5431194	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;"	Herbaspirillum seropedicae SmR1	28012
CP002041	507090	510183	"Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;"	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	26420
CP002042	3214221	3217101	"Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Meiothermus;"	Meiothermus silvanus DSM 9946	27093
CP002045	1811283	1814369	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium;"	Arcanobacterium haemolyticum DSM 20595	26176
CP002046	2127326	2130136	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Croceibacter;"	Croceibacter atlanticus HTCC2559	26671
CP002047	9704643	9707167	"Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;"	Streptomyces bingchenggensis BCW-1	26416
CP002048	745245	749160	"Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophothermus;"	Syntrophothermus lipocalidus DSM 12680	27655
CP002049	275138	278087	"Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera;"	Truepera radiovictrix DSM 17093	27089
CP002050	3130064	3132990	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;"	Geobacillus sp. C56-T3	816
CP002051	1266809	1269997	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;"	Staphylothermus hellenicus DSM 12710	25
CP002052	877969	880911	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;"	Chlamydia trachomatis D-EC	28379
CP002054	877967	880909	"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;"	Chlamydia trachomatis D-LC	28379
CP002056	728742	731634	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;"	Methylotenera versatilis 301	27987
CP002057	1576171	1579122	"Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;"	Methanococcus voltae A3	104
CP002058	715673	718556	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma bovis HB0801	27357
CP002059	2976262	2979087	"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc 0708;"	'Nostoc azollae' 0708	26959
CP002062	10379	13287	"Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;"	Halalkalicoccus jeotgali B3	25985
CP002069	1740649	1743555	"Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanohalobium;"	Methanohalobium evestigatum Z-7303	26056
CP002071	1349938	1352817	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori Sat464	26847
CP002073	1440790	1443665	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori SJM180	26847
CP002074	1369577	1372453	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori PeCan4	26847
CP002076	1427296	1430173	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori Cuz20	26847
CP002079	1158016	1160925	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;"	Brucella pinnipedialis B2/94	16466
CP002080	4116612	4119514	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter oleivorans DR1	1650
CP002081	1890260	1893167	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"	Lactobacillus helveticus CNRZ32	878
CP002083	3626879	3629669	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;"	Hyphomicrobium denitrificans ATCC 51888	1131
CP002084	128028	130979	"Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalogenimonas;"	Dehalogenimonas lykanthroporepellens BL-DC-9	673
CP002085	335805	338802	"Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfarculus;"	Desulfarculus baarsii DSM 2075	27106
CP002086	1579688	1582597	"Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Nitrosococcus;"	Nitrosococcus watsonii C-113	16947
CP002091	4643490	4646409	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus anthracis str. H9401	815
CP002094	2524726	2527626	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;"	Lactococcus lactis subsp. cremoris NZ9000	886
CP002095	1470451	1473588	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"	Mycobacterium tuberculosis variant bovis BCG str. Mexico	26203
CP002096	1560750	1563635	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori 35A	26847
CP002097	2228714	2231795	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"	Corynebacterium pseudotuberculosis FRC41	26196
CP002098	1280852	1283921	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignisphaeraceae;Ignisphaera;"	Ignisphaera aggregans DSM 17230	25960
CP002099	4244034	4247050	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;"	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	28089
CP002100	628359	631415	"Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;"	Vulcanisaeta distributa DSM 14429	46
CP002101	1233584	1236504	"Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosalsum;"	Methanosalsum zhilinae DSM 4017	26060
CP002102	2977086	2979867	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;"	Brevundimonas subvibrioides ATCC 15264	1086
CP002103	278921	281871	"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;"	Treponema paraluiscuniculi Cuniculi A	28321
CP002104	360594	363656	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;"	Gardnerella vaginalis ATCC 14019	26186
CP002105	1420581	1423531	"Bacteria;Firmicutes;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;"	Acetohalobium arabaticum DSM 5501	27600
CP002106	161714	164646	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;"	Olsenella uli DSM 7084	26442
CP002107	686129	689022	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma mycoides subsp. mycoides SC str. Gladysdale	27357
CP002108	955535	958428	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma leachii PG50	27357
CP002109	3677520	3680408	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;"	[Clostridium] saccharolyticum WM1	27443
CP002110	2797579	2800497	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus TCH60	27377
CP002113	1078710	1081544	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;"	Capnocytophaga canimorsus Cc5	26669
CP002114	2237234	2240154	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus JKD6159	27377
CP002116	3453348	3456328	"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta;"	Sediminispirochaeta smaragdinae DSM 11293	28318
CP002117	2352371	2355278	"Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia;"	Methanolacinia petrolearia DSM 11571	26039
CP002118	3332122	3335027	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium acetobutylicum EA 2018	896
CP002120	2324820	2327740	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"	Staphylococcus aureus subsp. aureus str. JKD6008	27377
CP002121	1948887	1951789	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus phage PhiSpn_200	887
CP002123	959269	962106	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;"	Prevotella melaninogenica ATCC 25845	26545
CP002124	2184479	2187492	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;"	Erwinia sp. Ejp617	28097
CP002130	787251	790014	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Candidatus Midichloria;"	Candidatus Midichloria mitochondrii IricVA	16599
CP002131	1345151	1348113	"Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Thermosediminibacter;"	Thermosediminibacter oceani DSM 16646	27686
CP002154	3631637	3634565	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;"	Edwardsiella tarda FL6-60	28102
CP002156	2575181	2578049	"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Parvularcula;"	Parvularcula bermudensis HTCC2503	16396
CP002157	2284638	2287481	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter;"	Maribacter sp. HTCC2170	26695
CP002158	2830043	2832624	"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;"	Fibrobacter succinogenes subsp. succinogenes S85	27243
CP002159	1255309	1258203	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella;"	Gallionella capsiferriformans ES-2	27975
CP002160	4547602	4550504	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;"	Clostridium cellulovorans 743B	896
CP002161	6931	9818	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus Zinderia;"	Candidatus Zinderia insecticola CARI	28009
CP002162	6677038	6680145	"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora;"	Micromonospora aurantiaca ATCC 27029	26357
CP002163	94619	97503	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Sulcia;"	Candidatus Sulcia muelleri CARI	26654
CP002164	2359715	2362660	"Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiraptoraceae;Caldicellulosiruptor;"	Caldicellulosiruptor obsidiansis OB47	27671
CP002165	1293123	1296010	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;"	Xylella fastidiosa subsp. fastidiosa GB514	1711
CP002167	4199541	4202446	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;"	Escherichia coli UM146	28078
CP002170	20595	22932	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma hyorhinis HUB-1	27357
CP002171	1532731	1536101	"Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family III;Thermoanaerobacterium;"	Thermoanaerobacterium thermosaccharolyticum DSM 571	27674
CP002175	1911347	1914322	"Bacteria;Firmicutes;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;"	Halanaerobium praevalens DSM 2228	27596
CP002176	2049050	2051835	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus pneumoniae 670-6B	887
CP002177	3323524	3326424	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;"	Acinetobacter pittii PHEA-2	1650
CP002183	2960428	2963354	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus subtilis subsp. spizizenii str. W23	815
CP002184	1344399	1347287	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;"	Helicobacter pylori 908	26847
CP002188	322915	325799	"Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;"	Mycoplasma bovis PG45	27357
CP002189	626114	629174	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Candidatus Blochmannia;"	Candidatus Blochmannia vafer str. BVAF	28112
CP002190	1362126	1365071	"Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;"	Bdellovibrio bacteriovorus W	26809
CP002191	2975153	2978018	"Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;"	Deinococcus gobiensis I-0	27087
CP002198	4636834	4639715	"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Cyanothece PCC-7424;"	Cyanothece sp. PCC 7822	26929
CP002205	2116940	2119826	"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;"	Sulfurimonas autotrophica DSM 16294	26854
CP002206	3694788	3697696	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;"	Pantoea vagans C9-1	28098
CP002207	3785890	3788817	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"	Bacillus atrophaeus 1942	815
CP002209	4250953	4253840	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Ferrimonas;"	Ferrimonas balearica DSM 9799	28166
CP002210	1985081	1988376	"Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;"	Thermoanaerobacter sp. X513	27681
CP002211	4563053	4565956	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;"	Escherichia coli str. 'clone D i2'	28078
CP002212	4563053	4565956	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;"	Escherichia coli str. 'clone D i14'	28078
CP002213	5059160	5062089	"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;"	Paenibacillus polymyxa SC2	27362
CP002215	1646747	1649648	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	887
CP002216	2290731	2293676	"Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiraptoraceae;Caldicellulosiruptor;"	Caldicellulosiruptor owensensis OL	27671
CP002218	2661697	2664574	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;"	Burkholderia sp. CCGE1003	27892
